cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
56637210;0001;40;1;CONSORCIO BMV/GBM;02;20240813;00;;;2024-08-13;4120400;7111100,7112000;AVENIDA;TANCREDO NEVES;939;      ED. ESPLANADA TOWER SALA  702;CAMINHO DAS ARVORES;41820020;BA;3849;71;33423278;71;34191273;71;34191273;CONSULTORES@LLCONSULTORES.COM.BR;;
54049385;0002;91;2;CONDOMINIO RESIDENCIAL VILA DAS FLORES;02;20240726;00;;;2024-07-26;4110700;;RUA;DA BEGONEAS;S/N;QUADRA060                 LOTE  0001;ALTO DO CAPA BODE;46750000;BA;3739;71;33723000;;;;;CPAGAR@CONCRETA.COM.BE;;
47978704;0002;88;2;CASTELYAH RESIDENCE;02;20240610;00;;;2024-06-10;4110700;;AVENIDA;TANCREDO NEVES;S/N;;NOSSA SENHORA DA VITORIA;45655650;BA;3573;77;30251200;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
57030859;0001;60;1;;02;20240827;00;;;2024-08-27;4120400;4330499;ESTRADA ESTADUAL;BA 220;650;;ZONA RURAL;44780000;BA;3335;74;91959543;74;88115313;;;QUEIROZCONSTRUCAOCF@GMAIL.COM;;
57041141;0001;70;1;;02;20240827;00;;;2024-08-27;4120400;7111100,4213800;RUA;AMPARO DO TORORO;25;EDIF  MARITER             SALA  14;TORORO;40050100;BA;3849;71;33457005;;;;;ARTPROJETOSCONSTRUCOES@GMAIL.COM;;
57043824;0001;66;1;CONSTRUTORA CAMARGO;02;20240828;00;;;2024-08-28;4120400;6822600;RUA;DOS SURUBINS;75;SALA  01;PEDRA DO LORD;48901394;BA;3669;74;81115778;;;;;FELIPECAMARGOVICTOR@GMAIL.COM;;
57133930;0001;30;1;INCORPORADORA AJR PIATAN;02;20240903;00;;105;2024-09-03;4110700;4120400,6810202,6821802,6822600;AVENIDA;DR SOCRATES RAMOS;1309;LETRA C;TANCREDO NEVES;45900000;BA;3437;73;88277178;0000;00000000;;;CONTROLTEC.CONTABILIDADE@HOTMAIL.COM;;
57140843;0001;00;1;;02;20240903;00;;;2024-09-03;4120400;4211101,4213800,4222701,4299501,4311801,4313400,4330404,4330499,7112000;AVENIDA;WANDERLEI BOTELHO DE MELO;21;;CENTENARIO III;46310000;BA;3649;77;91640708;;;;;LGCONSTRUTORAEEMPREENDIMENTOS@HOTMAIL.COM;;
57258407;0001;30;1;;02;20251110;00;;;2024-09-12;4120400;4330404;AVENIDA;ENGENHEIRO OSCAR PONTES;0;EDIF  FEIRA DE SAO JOAQUIMBOX   3;AGUA DE MENINOS;40460130;BA;3849;71;30303000;;;;;BEBEARMAZEMDOSFRIOS@GMAIL.COM;;
57271304;0001;00;1;;02;20240912;00;;;2024-09-12;4120400;4321500,4322301,4330403,4330404,4330405,4330499,4399103,4399199;ESTRADA;PARA TRANCOSO;S/N;CASA  VERMELHA PORTAO           PRATA;TRANCOSO;45818000;BA;3807;61;95260611;;;;;CARLOSMARTINSMC@GMAIL.COM;;
57389708;0001;01;1;;02;20240923;00;;;2024-09-23;4110700;;AVENIDA;ANTONIO CARLOS MAGALHAES;2487;EDIF  FERNANDEZ PLAZA     SALA  1613;BROTAS;40280000;BA;3849;71;33411336;;;;;EDILZA.DANTAS@ANDREGUIMARAES.COM.BR;;
57429869;0001;73;1;CONDOMINIO CAMINHO DO MAR - SPE;02;20240925;00;;;2024-09-25;4110700;;AVENIDA;ANTONIO CARLOS MAGALHAES;004009;EDIF  EMPIRE CENTER       SALA  309;BROTAS;40280000;BA;3849;71;91765987;;;;;CLIENTE@KASERVICOS.COM.BR;;
57467947;0001;24;1;O S SANTANA REFORMAS;02;20240927;00;;;2024-09-27;4120400;4321500,4322301,4322303,4330404;RUA;MONSENHOR MOISES GONCALVES DO COUTO;1836;      ANEXO B;CAMPO LIMPO;44032491;BA;3515;71;91537076;71;93757235;;;DERIVALDO.SS@GMAIL.COM;;
50516431;0002;64;2;SERENITA RESIDENZE;02;20240819;00;;;2024-08-19;4110700;;AVENIDA;DO OESTE;15;LOTE  PARQUE DA CIDADE;BELA VISTA;47811045;BA;3363;77;88257250;;;;;JCLPEIXOTO@GMAIL.COM;;
57552688;0001;30;1;;02;20241003;00;;;2024-10-03;4120400;4110700,6810201,6810202;RUA;GERSON GOMES DA SILVA;SN;LOTE  03 A;SUBAE;44080670;BA;3515;75;91380110;;;;;OTAVIOPASSOSFSA@HOTMAIL.COM;;
57570357;0001;22;1;AK CONSTRUTORA;02;20241004;00;;;2024-10-04;4120400;;RUA;E  RENASCER;207;;LOT RENASCER;46430000;BA;3533;77;98581422;77;34519422;;;CONTEFCONT@GMAIL.COM;;
57609249;0001;16;1;UNI VIVER RESIDENCIAL;02;20241008;00;;;2024-10-08;4110700;6810201,6810203,6822600;AVENIDA;OLIVIA FLORES;1265;ANDAR 3                   SALA  69;CANDEIAS;45028610;BA;3965;77;30251200;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
57609835;0001;60;1;SALOMAO EMPREENDIMENTOS IMOBILIARIOS;02;20241008;00;;;2024-10-08;4120400;4110700,4299599;AVENIDA;BRASIL;355;;CANDEIAS;45028265;BA;3965;77;32025707;;;;;MANOELITOJR@LOPESEMUNIZ.COM;;
57632780;0001;00;1;ROCHA CONSTRUTORA E INCORPORADORA;02;20241010;00;;;2024-10-10;4120400;4329199,4330499,4399103,6810201,6822600;AVENIDA;MACAUBAS;2891 A;;IBIRAPUERA;45075235;BA;3965;77;88242059;;;;;ALONSOROCHA007@GMAIL.COM;;
57647103;0001;65;1;STKN;02;20241010;00;;;2024-10-10;4120400;4110700;AVENIDA;TANCREDO NEVES;002539;      EDIF CEO SALVADOR         SHOPPING TORRE            LONDRES;CAMINHO DAS ARVORES;41820021;BA;3849;75;33217777;;;;;FISCAL01@JGAUDITORIA.COM;;
57731702;0001;62;1;L & S CONSTRUTORA;02;20241017;00;;;2024-10-17;4120400;4110700,4213800,4221901,4222701,4222702,4313400,4321500,4399105,7711000,7732201,8130300;FAZENDA;TOCAIA;08;;ZONA RURAL;48400000;BA;3833;75;99006888;;;;;BATATADEBORA2015@GMAIL.COM;;
57735898;0001;63;1;;02;20241017;00;;;2024-10-17;4120400;4213800,4299501,4330404,4923002,7711000,7719599,7732201,7732202,7739099,8130300;AVENIDA;PRESIDENTE KENNEDY;302;      B;ANTONIO ANDRADE;45690000;BA;3949;73;36130096;;;;;RECONTECCONTABILIDADE@HOTMAIL.COM;;
09085159;0002;01;2;VILA MORADA RESIDENCIAL;02;20240809;00;;;2024-08-09;4110700;;RUA;LUIZA FERREIRA DE SOUZA;82;      LOTEAMENTO                MORADA DO SOL       QUADRAM                   LOTE  08;PITANGUEIRAS;42701750;BA;3685;71;87912011;;;;;ATENDIMENTO@EDMACONSTRUTORA.COM.BR;;
08207040;0002;00;2;EDIFICIO CAPRI RESIDENCES;02;20240403;00;;;2024-04-03;4110700;;RUA;DOUTOR EDUARDO BAHIANA;S/N;;PITUBA;41810600;BA;3849;21;35153100;;;;;FERNANDO.VITOR@CARANSC.COM.BR;;
57766886;0001;04;1;;02;20241021;00;;;2024-10-21;4110700;4120400,6810201;RUA;SOLDADO LUIZ GONZAGA DAS VIRGENS;000138;EDIF  SAO CONRADO OFFICES SALA  404;CAMINHO DAS ARVORES;41820560;BA;3849;71;41056914;;;;;FELIPE@PEDROSACONSTRUTORA.COM.BR;;
57802047;0001;96;1;SEE INCORPORADORA;02;20241023;00;;;2024-10-23;4110700;4299599,6463800,6810201,6810202,6810203,7112000;RUA;AUGUSTO JOSE PEREIRA;278;;CENTRO;44380000;BA;3495;75;83356150;;;;;SEEINCORPORADORA@GMAIL.COM;;
52821994;0001;00;1;;02;20231108;00;;;2023-11-08;4120400;3313901,3314701,3329501,4292801,4311802,4322301,4329199,4330401,4330499;RUA;SAO DOMINGOS;53;CASA  FUNDOS;ARRAIAL DO RETIRO;41204031;BA;3849;71;96493778;;;;;ABPAULISTA@HOTMAIL.COM;;
10616350;0003;00;2;PRIVATE CONSTRUTORA;02;20241029;00;;;2024-10-29;4120400;4110700,4222701,4292802,4321500,4322301,4329199,4330404,4330499,4399103,7112000;AVENIDA;TANCREDO NEVES;002227;      EDIF SALVADOR PRIME       TORRE MISTA;CAMINHO DAS ARVORES;41820021;BA;3849;27;31189622;27;92752591;;;CONTATO@PRIVATECONSTRUTORA.COM;;
57938030;0001;60;1;TK MONTAGEM;02;20241101;00;;105;2024-11-01;4120400;4321500,4322301,4330404,7732201;AREA;RURAL;SN;KM    26                        RODOVIA BA 461;AREA RURAL DE LUIS EDUARDO MAGALHAES;47865899;BA;1112;51;80134693;;;;;ALFAFASGUARANI@GMAIL.COM;;
57976055;0001;59;1;;02;20241105;00;;;2024-11-05;4110700;1622601,2330304,2511000,2599301,4120400,4321500,4322301,4330401,4330402,4330403,4330404,4330405,4330499,4399101,7111100,7112000;AVENIDA;GETULIO VARGAS;275-B;;CENTRO;45120000;BA;3357;77;99562004;;;;;ASSESSORIZECONTABILIDADE@HOTMAIL.COM;;
34611633;0009;05;2;CONDOMINIO ONE JOANES;02;20241009;00;;;2024-10-09;4110700;;RUA;JOAO MARQUES OLIVEIRA;1073;LOTE  58;BURAQUINHO;42710170;BA;3685;71;31216002;;;;;CONTATO@DENAREALIZACOE.COM;;
58011605;0001;68;1;CONSTRUTORA NOVA MORADA;02;20241107;00;;;2024-11-07;4120400;4321500,4322301,4330401,4330402,4330403,4330404,4330405,4391600,4399101;RUA;ARI PEDRO VILA NOVA;66;;NOVO HORIZONTE;46430000;BA;3533;77;98472628;77;91503593;;;CONTEFCONT@GMAIL.COM;;
58025664;0001;95;1;MONT VERT EMPREENDIMENTOS;02;20241108;00;;;2024-11-08;4110700;4120400;AVENIDA;LUIS VIANA FILHO;004804;EDIF  POSTO NOVO HORIZONTESALA  103;PARALELA;41730101;BA;3849;71;83254798;;;;;MONTVERTEMPREENDIMENTOS@GMAIL.COM;;
58060589;0001;01;1;;02;20241111;00;;;2024-11-11;4110700;;AVENIDA;TANCREDO NEVES;000274;      EDIF CENTRO               EMPRESARIAL               IGUATEMI SALA 533;CAMINHO DAS ARVORES;41820020;BA;3849;71;91921223;;;;;MONICAPSAMPAIO@GMAIL.COM;;
58081889;0001;69;1;META ENGENHARIA E EMPREENDIMENTOS;02;20241112;00;;;2024-11-12;4120400;2330301,2330302,3811400,3812200,4213800,4222701,4299501,4311801,4311802,4312600,4313400,4321500,4322301,4322302,4329101,4329104,4330402,4330404,4399103,4399105,4923002,4924800,4929901,4930201,7312200,7711000,7719599,7721700,7731400,7732201,7739003,8121400,9001906,9319101;AVENIDA;BRASIL;753;APT   07;CENTRO;45836000;BA;3613;73;99999999;;;;;METAENGENHARIA2024@HOTMAIL.COM;;
58090187;0001;41;1;;02;20241113;00;;;2024-11-13;4120400;1812100,1813001,1822901,3702900,4211101,4212000,4213800,4221901,4221902,4221904,4222701,4223500,4291000,4292801,4292802,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4321500,4322301,4322303,4330401,4330402,4330403,4330404,4330405,4391600,4399102,4399103,4399105,4923002,4930202,7112000,7119703,7711000,7729202,7732201,7732202,7733100,7739099,8219901,8219999,9512600,9521500;PRACA;CASTRO ALVES;230;;CENTRO;46880000;BA;3595;75;91276003;;;;;CNSILVA23@GMAIL.COM;;
54996870;0002;72;2;SUBCONDOMINIO CEDRO RESIDENCE;02;20241021;00;;;2024-10-21;4110700;;RUA;SANTA RITA;535;      SUB COND CEDRO RESID      263;MANTIBA;44115000;BA;3515;75;35120700;;;;;SUPRIMENTOS@ESTACAO1CONSTRUTORA.COM.BR;;
53193914;0002;63;2;SUBCONDOMINIO OLIVAS RESIDENCE;02;20241104;00;;;2024-11-04;4110700;;RUA;SANTA RITA;535;      SUB COND OLIVAS 183;MANTIBA;44115000;BA;3515;75;35120700;;;;;CONTABILIDADE.GP@ESTACAO1CONSTRUTORA.COM.BR;;
58192489;0001;20;1;JTS CONSTRUTORA;02;20241122;00;;;2024-11-22;4120400;4211101,4213800,4311801,4311802,4313400,4321500,4322301,4329104,4330404,4330405,4391600,4399102,4399103,4399104,7711000,7732201,7732202,8130300;RUA;BRILHO DO SOL;232;TERREO;FREI CALIXTO;45810000;BA;3807;73;88451779;;;;;JASONILTONTELES@GMAIL.COM;;
58198288;0001;30;1;;02;20241122;00;;;2024-11-22;4120400;4110700,4221901,4222701,4313400,6810201,6810202,6810203,7112000;AVENIDA;TANCREDO NEVES;000620;      EDIF MUNDO PLAZA          TORRE EMPRESARIAL         SALA 1107;CAMINHO DAS ARVORES;41820020;BA;3849;71;92416622;;;;;RALCONSTRUTORA@HOTMAIL.COM;;
58272509;0001;73;1;M&C ENGENHARIA E CONSTRUTORA;02;20241128;00;;;2024-11-28;4120400;2512800,2539001,2599301,2599399,3314707,3811400,4211101,4213800,4221901,4221903,4222701,4292801,4292802,4299501,4311801,4313400,4321500,4322301,4322302,4329104,4330404,4399105,4923002,4924800,4930201,4930202,5231102,7112000,7119703,7119799,7711000,7732201,7739099,8129000,8130300,8230001,9521500;RUA;COSME DAMIAO;9956;;CENTRO;44620000;BA;3351;74;99761973;;;;;MAIQUESLEAO@GMAIL.COM;;
58273274;0001;34;1;BA INCORPORACOES;02;20241128;00;;;2024-11-28;4110700;4120400;RUA;DR PEDRO PONDE;SN;;CENTRO;48490000;BA;3575;71;91813699;;;;;CONTATO@MARQUESELIMA.COM.BR;;
58277800;0001;34;1;FERREIRA SERVICOS E LOCACOES;02;20241128;00;;;2024-11-28;4120400;3600602,3811400,4213800,4222701,4299501,4299599,4311801,4311802,4313400,4321500,4329104,4399199,4923002,4924800,4930201,7112000,7711000,7731400,7732201,7739003,7739099,7810800,7820500,8129000,8230001,9001902;RUA;FELIX;152;;CENTRO;48800000;BA;3731;75;32632584;;;75;32632584;LDACONTABIL@HOTMAIL.COM;;
14278628;0002;49;2;APART HOTEL ZN ITACIM;02;20240717;00;;;2024-07-17;4110700;;RUA;DA ALEGRIA;S/N;QUADRAIII                 LOTE  53 E 54;ITACIMIRIM (MONTE GORDO);42840670;BA;3413;71;32635719;;;;;ADM@ZANAN.COM.BR;;
58347082;0001;25;1;LM CONSTRUCOES;02;20241204;00;;;2024-12-04;4120400;0161003,3811400,4213800,4299501,4299599,4311801,4313400,4319300,4321500,4322302,4329199,4330499,4399101,4399102,4399103,4399104,4399105,7111100,7732201,8130300;AVENIDA;ARTEMIA PIRES FREITAS;6850;LOJA  05;SIM;44085370;BA;3515;75;81033737;;;75;81033737;LUCASSILVA.FSA.LS@GMAIL.COM;;
03818217;0002;82;2;TUCUMA EMPREENDIMENTOS;02;20241206;00;;;2024-12-06;4120400;4110700,4211101,4213800,4299599,4313400,4330499,4399101,4930201,4930202,5510801,5590699,7020400,7711000,7719599,7731400,8211300;RUA;FLAMBOYANT;141;SALA  01 PARTE E;JARDIM PRIMAVERA;47852010;BA;1112;61;99999999;;;;;CONTABILIDADE@GMAIL.COM;;
58422167;0001;20;1;GONZAGA SERVICOS NA CONSTRUCAO CIVIL;02;20241211;00;;;2024-12-11;4120400;3811400,4213800,4221901,4222702,4299501,4311801,4311802,4313400,4321500,4322301,4330402,4330403,4391600,4399101,4399103,4923002,4924800,7711000,7731400,7732201,7732202,7739003,7739099,8130300,9001902,9001906;1A TRAVESSA;ROQUE C DE OLIVEIRA;2;;CENTRO;48725000;BA;3567;75;83300106;;;;;RENTABIL.CONTABILIDADE01@GMAIL.COM;;
58429081;0001;20;1;ANTARES CONSTRUCAO CIVIL;02;20241211;00;;;2024-12-11;4120400;4213800,4222701;DISTRITO;DISTRITO TRINDADE;SN;;ZONA RURAL;48410972;BA;3455;75;98884462;;;;;NERESD555@GMAIL.COM;;
58475933;0001;15;1;HP ENGENHARIA LTDA;02;20241216;00;;;2024-12-16;4120400;2330301,4212000,7111100,7112000,7119701,7711000,7732201;TRAVESSA;POSSIDONIO JOSE VIEIRA;212;;MARAVILHA;47600000;BA;3377;77;99608828;;;;;ENG.EDCRIATTIVO@GMAIL.COM;;
51883543;0002;16;2;CONDOMINIO RESIDENCIAL UP SIM;02;20241107;00;;;2024-11-07;4110700;;AVENIDA;JORGE BASTOS LEAL;901;;REGISTRO;44073500;BA;3515;75;36232546;;;;;FINANCEIRO3@CSOENGENHARIA.COM;;
50835761;0001;31;1;VM PRESTACAO DE SERVICO;02;20230526;00;;;2023-05-26;4120400;4321500,4322301,4330404,4399103,8020001,8111700;RUA;T2;318;COND  VERDE VIDA          QUADRAI2A                 LOTE  74A;UNIVERSITARIO;47864542;BA;1112;77;99991844;77;88023702;00;00000000;VASCONCELYOS@GMAIL.COM;;
58514111;0001;04;1;UNI BOM JESUS DA LAPA RESIDENCIAL;02;20241219;00;;;2024-12-19;4110700;4120400,6810201,6810202,6810203,6822600;VIA;ACESSO PRINCIPAL;S/N;      RODOVIA BA 160            FAZENDA ITABERABA;VARZEA DAS SALINAS;47600000;BA;3377;77;30251201;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
52027813;0001;79;1;D K M;02;20230831;00;;;2023-08-31;4120400;3600602,3702900,3811400,3812200,4211101,4213800,4221903,4299501,4312600,4313400,4321500,4322301,4330404,4330499,4399101,4399102,4399104,4520001,4921301,4921302,4923002,4924800,4930201,7490104,7711000,7732201,8020001,8111700,8121400,8129000,8130300,8211300;PRACA;CLAUDEMIRO BATISTA;183;SALA  02;CENTRO;45360000;BA;3711;73;88318821;;;;;CONTATO@DAMACONT.COM;;
58520657;0001;60;1;;02;20241219;00;;;2024-12-19;4110700;0161002,2539002,3321000,4120400,4212000,4213800,4221902,4221904,4222701,4292801,4292802,4311802,4313400,4321500,4322303,4399102,7020400,7119701,7119703,8299701;RUA;DOS COLIBRIS;23;      ESCRITORIO;ALTO DA BELA VISTA;48790000;BA;3937;79;98453932;;;;;MAASTERCONTABILIDADE@GMAIL.COM;;
58558882;0001;95;1;UNI ALAGOINHAS RESIDENCIAL;02;20241226;00;;;2024-12-26;4110700;6810201,6810203,6822600;AVENIDA;OLIVIA FLORES;1265;ANDAR 3                   SALA  72;CANDEIAS;45028610;BA;3965;77;30251200;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
48307919;0002;30;2;EMPREENDIMENTO VOG ITAPUA;02;20241111;00;;;2024-11-11;4110700;;AVENIDA;DORIVAL CAYMMI;S/N;;ITAPUA;41635152;BA;3849;71;99974883;;;;;WILSON@SERTENGE.COM.BR;;
58088904;0001;09;1;A.S.A SOLUCOES E ESTRUTURAS PARA EVENTOS;02;20241113;00;;;2024-11-13;4120400;3811400,4211101,4213800,4222702,4311801,4313400,4321500,4322302,4322303,4329103,4330401,4330499,4511101,4651601,4669999,4729699,4751201,4753900,4757100,4759899,4763601,4923002,4924800,4929902,5250801,5620102,5911102,6209100,7111100,7112000,7119703,7119799,7311400,7319003,7319099,7420001,7420002,7420004,7490199,7711000,7721700,7732201,7733100,7739003,7739099,8121400,8130300,8230001,9001901,9001902,9001903,9001905,9001999,9319101,9329899,9511800;AVENIDA;DOIS DE JULHO;427;;SAO SEBASTIAO;45653758;BA;3573;73;98666699;;;;;INFINITYCTB@HOTMAIL.COM;;
58644302;0001;82;1;DUQUE LAVENIR;02;20250106;00;;;2025-01-06;4110700;6810201,6810203,6822600;AVENIDA;OLIVIA FLORES;1265;ANDAR 3                   SALA  89;CANDEIAS;45028610;BA;3965;77;30251200;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
58674321;0001;51;1;CIDADE NOVA LTDA;02;20250107;00;;;2025-01-07;4110700;6462000,6810201;RUA;DA CERAMICA POTY;S/N;;PALMARES;43729630;BA;3913;71;34442302;;;;;DEISE.SOUZAS@HOTMAIL.COM;;
50636228;0002;21;2;LIV JARDINS EMPREEDIMENTOS SPE;02;20241210;00;;;2024-12-10;4110700;;RUA;JOSE PEREIRA CUPERTINO;126;LOTE  Q-BL-25/27;SAO FRANCISCO;45655106;BA;3573;73;99123336;;;;;DANILODIAS@BRAVACONSTRUTORA.COM;;
08343492;1178;25;2;SOLAR DOS CAJUEIROS;02;20240712;00;;;2024-07-12;4110700;;RUA;COLONIA BOA UNIAO;SN;LOTE  05                  COND  01                        LOTEAMENTO                SOLAR DAS ARVORES;BOA UNIAO (ABRANTES);42821798;BA;3413;31;36158182;;;;;GESTAO.TRIBUTARIA@MRV.COM;;
58811160;0001;09;1;ESS CONSTRUCAO CIVIL;02;20250113;00;;;2025-01-13;4120400;4213800,4321500,4322301,4330403,4330404,8121400,8219999;RUA;JOSE NUNES DE MATOS;127;      SALA 02;CENTRO;42800003;BA;3413;71;92458127;;;;;JDSRIBEIRO1984@HOTMAIL.COM;;
58813834;0001;04;1;MS EMPREENDIMENTOS;02;20250113;00;;;2025-01-13;4120400;3811400,4213800,4222701,4313400,4329104,4399103,7711000,7732201,8129000;RUA;CICERO FEITOSA;388;SALA  01;ALAGADICO;48903271;BA;3669;74;99216272;;;;;MSCONSTRUTORA2025@GMAIL.COM;;
58831951;0001;92;1;CONSTRUTEC CONSTRUCAO E MANUTENCAO PREDIAL;02;20250113;00;;;2025-01-13;4120400;3313901,4212000,4213800,4221903,4222701,4311801,4311802,4321500,4322301,4322302,4329101,4329103,4329199,4330401,4330402,4330405,6190699,6204000,6209100,6311900,6319400,7020400,7112000,7119704,7739099,8111700,8130300,9511800,9512600,9521500,9529102,9529199;RUA;DOIS DE JULHO;111;ANDAR 1                   SALA  100;CENTRO;46830000;BA;3325;71;92191546;;;;;BARROSGUILHERME230@GMAIL.COM;;
58848265;0001;24;1;METALURGICA EFICIENTE;02;20250114;00;;105;2025-01-14;4120400;4292801;RUA;SENADOR THEOTONIO VILELA;000225;EDIF  CIDADELLA CENTER IIISALA  604;BROTAS;40279435;BA;3849;71;30372720;0000;00000000;;;JUCIMAR@LORENZOCONTABILIDADE.COM.BR;;
58947990;0001;50;1;;02;20250117;00;;;2025-01-17;4120400;4110700;AVENIDA;MARIA QUITERIA;524;      PARTE II                  SALA 03;BRASILIA;44088000;BA;3515;75;33229999;;;;;CRISTINA.PEREIRA@LMARQUEZZO.COM.BR;;
58976728;0001;33;1;CONSTRUTORA GUSMAO;02;20250120;00;;;2025-01-20;4110700;0161099,3600602,3701100,3702900,3811400,3812200,4120400,4213800,4221903,4222701,4299599,4313400,4322301,4329199,4330404,4330499,4399101,4399102,4399103,4399104,4921301,4921302,4922101,4922102,4923001,4923002,4924800,4929902,4929999,4930201,4930202,4930203,4930204,5022001,7112000,7711000,7719599,7731400,7732201,7739003,7911200,8121400,8129000,8130300,8230001,9001902,9001906,9329899;RUA;DA MINERACAO;234;;CENTRO;46530065;BA;3381;77;98329616;;;;;THAINAGGUSMAO@GMAIL.COM;;
58996268;0001;05;1;MS CONSTRUCOES;02;20250121;00;;;2025-01-21;4120400;;RUA;06 SAO ROQUE II;73;;LOT SAO ROQUE II - 01;48700000;BA;3909;75;92518875;;;;;POSDIEGO90@HOTMAIL.COM;;
58998928;0001;97;1;ELLA EMPREENDIMENTOS;02;20250121;00;;;2025-01-21;4120400;4399103;RUA;LAGOA PRETA;102;;CENTRO;45170000;BA;3935;77;74002129;;;;;ELLAEMPREENDIMENTO@HOTMAIL.COM;;
59021996;0001;64;1;CONSTRUTORA VAL BAHIA;02;20250121;00;;;2025-01-21;4120400;;RUA;DRA. ANTONIA VALADARES;373;TERREO;FREI CALIXTO;45810000;BA;3807;73;98505655;;;;;CLERISVALQUEIROZ@GMAIL.COM;;
59045858;0001;15;1;RCJ CONSTRUTORA E SERVICOS;02;20250122;00;;;2025-01-22;4120400;0161099,4213800,4222701,4222702,4299501,4311802,4313400,4321500,4322301,4329104,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399103,4399104,7732201,8121400,8130300;RUA;MARIA DAS DORES;SN;;CENTRO;48705000;BA;1110;75;92884440;;;;;RENANCONCEICAO905@GMAIL.COM;;
49291003;0002;00;2;LIRA CONSTRUTORA;02;20250124;00;;;2025-01-24;4120400;3702900,4213800,4221903,4222701,4292801,4299501,4312600,4313400,4321500,4330404,4330499,4391600,4399105,4923002,7111100,7112000,7711000,7732201,7732202,8122200,8130300;RUA;JOSE DOS SANTOS FILHO;513;CASA;RAIMUNDO M BITTENCOURT;48410000;BA;3455;75;99040050;;;;;ALANNACL@HOTMAIL.COM;;
59080443;0001;82;1;;02;20250124;00;;;2025-01-24;4120400;4211101,4211102,4212000,4213800,4221901,4221902,4221904,4222701,4222702,4223500,4291000,4292801,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4321500,4322301,4322302,4322303,4329105,4329199,4330403,4330404,4330405,4330499,4391600,4399102,4399103,4399105,4399199,7112000,7119703,7732201,7732202;AVENIDA;TANCREDO NEVES;002539;      EDIF CEO SALVADOR         SHOPPING TORRE            LONDRES SALA 2513;CAMINHO DAS ARVORES;41820021;BA;3849;71;99871386;;;;;DANICONT.BA@HOTMAIL.COM;;
59093148;0001;60;1;IN TIME INCORPORADORA;02;20250124;00;;;2025-01-24;4110700;6810201;AVENIDA;ITABUNA;2569;SALA  202;BRASIL;45051070;BA;3965;77;30820882;;;;;CONTABILIDADELEITTE@GMAIL.COM;;
59127824;0001;70;1;808 ENGENHARIA;02;20250127;00;;;2025-01-27;4120400;7112000;RUA;FERNANDO SA NASCIMENTO;23;;CANDEIAS;45028650;BA;3965;77;88143927;;;;;LEITE_MARCOS@LIVE.COM;;
59136351;0001;77;1;CONSTRUTORA DONA ZIRA;02;20250128;00;;;2025-01-28;4120400;4399199;RUA;ZEFERINO CORREIA;77;SALA  305                 EDIF  COMERCIAL LOBO;CENTRO;45000520;BA;3965;77;88338600;;;;;CONSTRUTORA_SRIBEIRO@OUTLOOK.COM;;
59136817;0001;34;1;ORDEP CONSTRUTORA;02;20250128;00;;;2025-01-28;4120400;1629301,2330301,2511000,2542000,3101200,3811400,3812200,4212000,4213800,4222701,4292801,4299501,4311802,4313400,4321500,4322301,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399103,4744001,4744099,7020400,7112000,7731400,7732201,8020001,8111700,8121400,8211300,8220200,8599604,9601701;AVENIDA;VEREADORA ESTHER TRINDADE SERRA;35;;MONSENHOR ANTONIO DA SILVEIRA FAGUNDES - SEDE;46114040;BA;3391;77;99572417;;;;;CONTABILENTER@GMAIL.COM;;
59155893;0001;97;1;BALLUARTE CONSTRUTORA;02;20250128;00;;;2025-01-28;4120400;4213800,4221902,4299501,4311801,4313400,4329104,4330402,4330403,4330404,4391600,4399101,4399105,4399199;RUA;VICENTE FERREIRA DE SOUZA;878;;SAO VICENTE;46430000;BA;3533;77;98669695;;;;;ATILAADSON55@GMAIL.COM;;
59156317;0001;64;1;DREAM CONSTRUCOES;02;20250129;00;;;2025-01-29;4120400;4213800,4222701,4292801,4299501,4299599,4311801,4311802,4313400,4321500,4322301,4330404,4330499,4399101,7112000,7732201,7739099;RUA;JUSCELINO KUBITSCHEK;138;;CENTRO;48840000;BA;3435;75;97050318;75;97021368;;;DREAMCONSTRUCOES720@GMAIL.COM;;
59160364;0001;81;1;DIVA EMPREENDIMENTOS;02;20250129;00;;;2025-01-29;4120400;4222701,4313400,4391600,6810201,8130300;RUA;SEBASTIAO ANDRADE;45A;;NOVO BRUMADO - SEDE;46117192;BA;3391;77;99440506;;;;;DAIANEMEIRA_BRUMAS@HOTMAIL.COM;;
